pano,onscode,panamelong,region,con15,lab15,ld15,ukip15,grn15,pc15,snp15,total15,elec15,leave16sh,con17,lab17,ld17,ukip17,grn17,pc17,snp17,total17,elec17,c11degree,c11noqual,c11age1824,c11age65p,c11pubsect,c11beu,unemp15,unemp17
620,"E14000954","Wiltshire South West","South West",27198,6948,5482,9030,2985,,,51643,73018,57.7,32841,14515,5360,0,1445,0,0,54751,76898,25.1,20.9,7.3000002,19.4,29,4.0999999,685,740
621,"E14001040","Wimbledon","London",25225,12606,6129,2476,1986,,,48422,65853,29.4,23946,18324,7472,553,1231,0,0,51526,66780,54.400002,10,6.6999998,12.3,24.7,8.3999996,645,640
622,"E14001041","Winchester","South East",30425,4613,13511,4122,2645,,,55316,74119,39.7,29729,6007,19730,695,846,0,0,57156,72497,41,13.8,10,19.200001,33.3,3.0999999,342,310
623,"E14001042","Windsor","South East",31797,6714,4323,4992,1834,,,50160,71538,46.1,34718,12334,5434,0,1435,0,0,53921,73595,37.700001,14.8,6.6999998,15.1,23.4,4.8000002,479,490
624,"E14001043","Wirral South","North West",15566,20165,1474,3737,895,,,41837,56956,46.5,17548,25871,1322,0,454,0,0,45195,57670,30.700001,19.5,6.9000001,22.1,33.5,1,657,500
625,"E14001044","Wirral West","North West",18481,18898,1433,2772,,,,41858,55377,44.7,18501,23866,1155,0,429,0,0,43951,55995,32.599998,19.700001,6.5,22.9,37.7,1,674,525
626,"E14001045","Witham","Eastern",27123,7467,2891,7569,2038,,,47168,67090,60.8,31670,13024,2715,0,1832,0,0,49241,69137,23.799999,22.700001,7.3000002,18.200001,25,1.9,714,585
627,"E14001046","Witney","South East",35201,10046,3953,5352,2970,,,58482,79767,46.3,33839,12598,12457,980,1053,0,0,60927,82727,32.900002,17.6,7.1999998,18.4,31.1,2.9000001,469,375
628,"E14001047","Woking","South East",29199,8389,6047,5873,2109,,,51964,74269,44.1,29903,13179,9711,1161,1092,0,0,55246,76170,38,15.2,7,15,25.2,5.1999998,498,460
629,"E14001048","Wokingham","South East",32329,8132,7572,5516,2092,,,55999,77881,42.5,33806,15008,9512,0,1364,0,0,59690,79111,40.599998,12.7,7,14.1,26.2,2.9000001,390,420
630,"E14001049","Wolverhampton North East","West Midlands",10174,15669,935,6524,701,,,34003,61065,67.7,14695,19282,570,1479,482,0,0,36508,60770,15,33.700001,10.2,15.5,28.9,2.7,2673,2440
631,"E14001050","Wolverhampton South East","West Midlands",7761,18539,798,7061,605,,,34764,62556,68.1,12623,21137,448,1675,421,0,0,36304,60301,13.9,37.200001,9.5,15.9,25.8,2,2841,2655
632,"E14001051","Wolverhampton South West","West Midlands",16573,17374,845,4310,1058,,,40209,60368,54.4,18714,20899,784,1012,579,0,0,42346,59971,28.6,23.5,10,17.700001,33.1,3.5999999,2291,2145
633,"E14001052","Worcester","West Midlands",22534,16888,1677,6378,2024,,,49723,72461,53.7,24731,22223,1757,1354,1211,0,0,51423,73893,27.700001,21.299999,10.7,14.8,30.8,3.4000001,1257,1040
634,"E14000818","Worcestershire Mid","West Midlands",29763,7548,3750,9231,1933,,,52225,73069,58.9,35967,12641,3450,1660,1371,0,0,55089,76057,27.6,22.700001,6.9000001,20.5,25.4,3.2,706,590
635,"E14001035","Worcestershire West","West Midlands",30342,7244,5245,7764,3505,,,54100,73394,52.6,34703,13375,5307,1481,1605,0,0,56471,74375,33.700001,20.4,6.1999998,24.4,28.8,1.7,564,545
636,"E14001053","Workington","North West",11596,16282,1708,7538,1149,,,38463,58615,60.3,17392,21317,1133,1556,0,0,0,41676,60265,20.799999,28.299999,7.0999999,20.200001,26.7,1,1129,1245
637,"E14001054","Worsley & Eccles South","North West",12654,18600,1100,7688,1242,,,42048,72177,59.8,17667,26046,1087,0,842,0,0,45642,73689,20.299999,26.799999,8.5,15.5,27,2.0999999,1658,1690
638,"E14000682","Worthing East & Shoreham","South East",24686,9737,3360,8267,2605,,,49898,74775,53.7,25988,20882,2523,1444,1273,0,0,53117,75525,23.700001,23.6,7.0999999,20.200001,29.4,2.2,709,775
639,"E14001055","Worthing West","South East",26124,7955,4477,9269,2938,,,50763,75617,56.1,30181,18091,2982,1635,1614,0,0,54503,77757,25.5,23,6.6999998,26.4,30.4,2.8,690,755
640,"E14000992","Wrekin, The","West Midlands",22579,11836,1959,7620,1443,,,45437,65942,58.2,27451,17887,1345,1656,804,0,0,49523,68604,24.700001,21.9,9.6999998,16.700001,32.5,3.2,716,650
641,"W07000044","Wrexham","Wales",10350,12181,1735,5072,669,2501,,32719,50992,57.3,15321,17153,865,0,0,1753,0,35092,49881,23.799999,26.5,9.1999998,17.200001,29.4,4.8000002,1153,820
642,"E14001056","Wycombe","South East",26444,11588,4546,5198,3086,,,51439,76371,48.0,26766,20188,4147,1210,1182,0,0,53493,77087,31.4,17.9,9.8999996,13.1,24.1,4.1999998,1114,1015
643,"E14001057","Wyre & Preston North","North West",26528,12377,2712,6577,1699,,,49893,70637,54.0,30684,18438,2551,0,973,0,0,52646,72319,32,19.4,7.0999999,22.799999,36.4,1.1,419,435
644,"E14001058","Wyre Forest","West Midlands",22394,9523,1228,7967,1117,,,49440,77407,63.1,29859,16525,1943,1777,1025,0,0,51129,77758,22.1,27.799999,7.4000001,20.9,26.2,1.7,999,830
645,"E14001059","Wythenshawe & Sale East","North West",11124,21693,1927,6354,1658,,,43263,75994,49.9,13581,28525,1504,1475,576,0,0,45846,76361,24.799999,26.700001,8.5,13.8,28.3,3.4000001,1964,1765
646,"E14001060","Yeovil","South West",24178,4053,18865,7646,2191,,,56933,82447,59.3,32369,7418,17646,0,1052,0,0,59404,82916,23,22.5,8.1000004,20.799999,28.5,3.0999999,590,755
647,"W07000041","Ynys Mon","Wales",7393,10871,751,5121,,10642,,34926,49939,50.9,10384,15643,479,624,0,10237,0,37367,52921,26.1,24.200001,7.5,22.4,35.2,1.1,1289,1145
648,"E14001061","York Central","Yorkshire and the Humber",13496,20212,3804,4795,4791,,,47677,75351,38.5,16019,34594,2475,0,0,0,0,53088,77315,32.700001,18.1,17.6,13.3,31.1,4.3000002,886,760
649,"E14001062","York Outer","Yorkshire and the Humber",26477,13348,6269,5251,2558,,,53903,78561,44.9,29356,21067,5910,0,1094,0,0,57427,75835,32.099998,17.799999,9.8999996,21,32.3,2.0999999,330,280
650,"E14000683","Yorkshire East","Yorkshire and the Humber",25276,10343,2966,8955,1731,,,49991,81023,63.3,31442,16436,2134,1986,943,0,0,53956,81065,22.9,26.9,6.4000001,23.5,29.9,1.6,1326,1070
